Municipio,Numero_Focos,lat,lon,IMRI,Classificação_IMRI,Bioma_Mais_Afetado,Mes_Mais_Afetado,Focos 2015,Focos 2016,Focos 2017,Focos 2018,Focos 2019,Focos 2020,Focos 2021,Focos 2022,Focos 2023,Focos 2024,Focos 2025
SÃO LOURENÇO,13,-22.121003846153847,-45.03332,1.18,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0
NAQUE,13,-19.20633846153846,-42.319336923076925,1.18,Baixo,Mata Atlântica,Out,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0
RIO DOCE,13,-20.21995923076923,-42.90997846153847,1.18,Baixo,Mata Atlântica,Set,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0
LAMIM,13,-20.772392307692307,-43.476233846153846,1.18,Baixo,Mata Atlântica,Set,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0
BRAZÓPOLIS,13,-22.53167692307692,-45.62518769230769,1.18,Baixo,Mata Atlântica,Ago,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
MONTE SIÃO,13,-22.43537615384616,-46.50383846153846,1.18,Baixo,Mata Atlântica,Set,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
SÃO JOÃO DO MANHUAÇU,13,-20.36635538461538,-42.15420538461539,1.18,Baixo,Mata Atlântica,Ago,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0
CIPOTÂNEA,13,-20.93620230769231,-43.38230769230769,1.18,Baixo,Mata Atlântica,Out,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,7.0,2.0
CACHOEIRA DE MINAS,13,-22.34815923076923,-45.79443307692308,1.18,Baixo,Mata Atlântica,Ago,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0
SERITINGA,12,-21.90438333333333,-44.43056333333333,1.09,Baixo,Mata Atlântica,Jul,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,1.0
COIMBRA,12,-20.836805833333333,-42.7627225,1.09,Baixo,Mata Atlântica,Set,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0
GLAUCILÂNDIA,12,-16.933723333333333,-43.59762583333333,1.09,Baixo,Cerrado,Out,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,1.0,0.0
PIAU,12,-21.50332416666667,-43.30854583333333,1.09,Baixo,Mata Atlântica,Set,1.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0
PATROCÍNIO DO MURIAÉ,12,-21.144945,-42.21746916666667,1.09,Baixo,Mata Atlântica,Ago,0.0,5.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0
RIO POMBA,12,-21.287335833333334,-43.1830525,1.09,Baixo,Mata Atlântica,Set,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,2.0
SANTANA DO DESERTO,12,-21.98338,-43.19835666666666,1.09,Baixo,Mata Atlântica,Set,0.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
CAPITÃO ANDRADE,11,-19.071192727272727,-41.84008636363637,1.0,Baixo,Mata Atlântica,Out,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
SÃO JOÃO DO PACUÍ,11,-16.580827272727273,-44.53256454545454,1.0,Baixo,Cerrado,Out,0.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,0.0,0.0
SENADOR FIRMINO,11,-20.87697090909091,-43.09244636363636,1.0,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0
SANTA EFIGÊNIA DE MINAS,11,-18.84309,-42.41550818181818,1.0,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0
CAPELA NOVA,11,-20.91006,-43.61230636363637,1.0,Baixo,Mata Atlântica,Ago,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0
DIVINOLÂNDIA DE MINAS,10,-18.771742,-42.583344,0.91,Baixo,Mata Atlântica,Out,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
RIO PRETO,10,-22.009348,-43.89692,0.91,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0
BORDA DA MATA,10,-22.247355,-46.154902,0.91,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0
ORATÓRIOS,10,-20.440428,-42.806105,0.91,Baixo,Mata Atlântica,Ago,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0
GRUPIARA,10,-18.516084,-47.727347,0.91,Baixo,Cerrado,Jun,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,0.0
JURAMENTO,10,-16.811842,-43.598476,0.91,Baixo,Cerrado,Out,1.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0
CARVALHÓPOLIS,10,-21.757646,-45.833565,0.91,Baixo,Mata Atlântica,Ago,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0
LARANJAL,10,-21.372369,-42.447766,0.91,Baixo,Mata Atlântica,Set,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
ARGIRITA,10,-21.629038,-42.828506,0.91,Baixo,Mata Atlântica,Out,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0
CHÁCARA,10,-21.69227,-43.199316,0.91,Baixo,Mata Atlântica,Ago,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0
SILVEIRÂNIA,10,-21.129783,-43.210605,0.91,Baixo,Mata Atlântica,Set,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0
BUGRE,10,-19.35529,-42.300146,0.91,Baixo,Mata Atlântica,Out,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0
PARAISÓPOLIS,10,-22.560306,-45.806933,0.91,Baixo,Mata Atlântica,Mai,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
SÃO MIGUEL DO ANTA,10,-20.73092,-42.719052,0.91,Baixo,Mata Atlântica,Ago,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0
ROSÁRIO DA LIMEIRA,9,-20.977535555555555,-42.52995888888889,0.82,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0
CAJURI,9,-20.794564444444447,-42.784396666666666,0.82,Baixo,Mata Atlântica,Jul,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0
CAIANA,9,-20.70967111111112,-41.906508888888894,0.82,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0
SÃO SEBASTIÃO DO ANTA,9,-19.49559555555556,-41.960573333333336,0.82,Baixo,Mata Atlântica,Set,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0
SANTO ANTÔNIO DO AVENTUREIRO,9,-21.812242222222224,-42.83493333333334,0.82,Baixo,Mata Atlântica,Jan,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
SANTO ANTÔNIO DO JACINTO,9,-16.48740111111111,-40.23586555555556,0.82,Baixo,Mata Atlântica,Out,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0
CRUCILÂNDIA,9,-20.40162666666667,-44.35012888888889,0.82,Baixo,Mata Atlântica,Ago,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0
PIEDADE DE PONTE NOVA,9,-20.254853333333333,-42.71328555555556,0.82,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0
MARIA DA FÉ,9,-22.343844444444446,-45.34023111111111,0.82,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0
SENADOR AMARAL,8,-22.56099375,-46.23719875,0.73,Baixo,Mata Atlântica,Jul,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
DELFIM MOREIRA,8,-22.50147375,-45.24984,0.73,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0
SAPUCAÍ-MIRIM,8,-22.76242625,-45.80566,0.73,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0
SENHORA DOS REMÉDIOS,8,-20.99569,-43.59622875,0.73,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0
SANTA BÁRBARA DO TUGÚRIO,8,-21.27040625,-43.53850625,0.73,Baixo,Mata Atlântica,Ago,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0
VERMELHO NOVO,8,-20.02630625,-42.2618825,0.73,Baixo,Mata Atlântica,Ago,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
OLÍMPIO NORONHA,8,-22.08715375,-45.26608875,0.73,Baixo,Mata Atlântica,Ago,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
CANAÃ,8,-20.65991125,-42.62802,0.73,Baixo,Mata Atlântica,Out,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0
ENTRE FOLHAS,8,-19.6408925,-42.2406175,0.73,Baixo,Mata Atlântica,Out,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
SANTO ANTÔNIO DO RIO ABAIXO,8,-19.23163875,-43.2388525,0.73,Baixo,Mata Atlântica,Out,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
CORONEL PACHECO,8,-21.60693,-43.26169625,0.73,Baixo,Mata Atlântica,Ago,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0
ESTRELA DALVA,7,-21.68671714285714,-42.44722428571429,0.64,Baixo,Mata Atlântica,Nov,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
BUENO BRANDÃO,7,-22.486564285714284,-46.321557142857145,0.64,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0
TABULEIRO,7,-21.329697142857142,-43.226198571428576,0.64,Baixo,Mata Atlântica,Out,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
RODEIRO,7,-21.20743571428571,-42.85550428571428,0.64,Baixo,Mata Atlântica,Ago,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
VIEIRAS,7,-20.90528857142857,-42.27834571428571,0.64,Baixo,Mata Atlântica,Ago,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
ALTO CAPARAÓ,7,-20.446104285714284,-41.86227142857143,0.64,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0
IBITURUNA,7,-21.17227,-44.774412857142856,0.64,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
LONTRA,7,-15.880068571428572,-44.26058857142857,0.64,Baixo,Cerrado,Set,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
MAMONAS,7,-14.98663,-42.92097571428571,0.64,Baixo,Cerrado,Set,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
RIO NOVO,7,-21.512065714285715,-43.13309857142857,0.64,Baixo,Mata Atlântica,Jun,1.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0
PEQUERI,7,-21.839041428571427,-43.10409571428572,0.64,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
SARDOÁ,7,-18.77408,-42.46134285714286,0.64,Baixo,Mata Atlântica,Set,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
SÃO DOMINGOS DAS DORES,7,-19.53289,-42.02356571428572,0.64,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0
SÃO JOÃO DA MATA,7,-21.90860571428572,-45.98176714285714,0.64,Baixo,Mata Atlântica,Jul,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
GOIABEIRA,6,-19.040031666666668,-41.23674833333333,0.55,Baixo,Mata Atlântica,Ago,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ITAMARATI DE MINAS,6,-21.40213,-42.80544833333334,0.55,Baixo,Mata Atlântica,Mar,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
SANTANA DO JACARÉ,6,-20.897446666666667,-45.05261166666667,0.55,Baixo,Mata Atlântica,Set,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DESCOBERTO,6,-21.43749333333333,-42.97796666666667,0.55,Baixo,Mata Atlântica,Jul,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0
DOM VIÇOSO,6,-22.20932833333333,-45.07584833333333,0.55,Baixo,Mata Atlântica,Jul,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0
DOM SILVÉRIO,6,-20.145423333333333,-42.93899666666667,0.55,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
BOM REPOUSO,6,-22.48274166666667,-46.18815,0.55,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
PAIVA,6,-21.297245,-43.412755,0.55,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0
SÃO FÉLIX DE MINAS,6,-18.564806666666662,-41.425916666666666,0.55,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
NATÉRCIA,6,-22.110795,-45.47523833333333,0.55,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
PEDRALVA,6,-22.247565,-45.450471666666665,0.55,Baixo,Mata Atlântica,Jun,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0
JURUAIA,6,-21.213016666666665,-46.52024166666666,0.55,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0
PEDRO TEIXEIRA,5,-21.727876,-43.71157,0.45,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
GUARARÁ,5,-21.73891,-43.048198,0.45,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
BANDEIRA DO SUL,5,-21.729448,-46.38941,0.45,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
VIRGÍNIA,5,-22.39817,-45.111628,0.45,Baixo,Mata Atlântica,Jul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
INCONFIDENTES,5,-22.311126,-46.303608,0.45,Baixo,Mata Atlântica,Jul,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
MARMELÓPOLIS,5,-22.47163,-45.155288,0.45,Baixo,Mata Atlântica,Ago,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SANTO ANTÔNIO DO GRAMA,5,-20.33088,-42.620766,0.45,Baixo,Mata Atlântica,Set,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
OLARIA,5,-21.887834,-43.939742,0.45,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0
CRISTINA,5,-22.2146,-45.2988,0.45,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
MIRAÍ,5,-21.154896,-42.629814,0.45,Baixo,Mata Atlântica,Jul,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
RIBEIRÃO VERMELHO,5,-21.14608,-45.083302,0.45,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
PEDRA DOURADA,5,-20.820006,-42.172378,0.45,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
DESTERRO DO MELO,4,-21.14679,-43.53934,0.36,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
SEM-PEIXE,4,-20.1019425,-42.77424,0.36,Baixo,Mata Atlântica,Mar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ANTÔNIO PRADO DE MINAS,4,-21.01017,-42.131977500000005,0.36,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
ESTIVA,4,-22.4729325,-46.01693,0.36,Baixo,Mata Atlântica,Jun,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PIRANGUÇU,4,-22.5654275,-45.506955,0.36,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
SANTANA DE CATAGUASES,4,-21.2548225,-42.57725,0.36,Baixo,Mata Atlântica,Jul,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
DOM CAVATI,4,-19.380535,-42.11376,0.36,Baixo,Mata Atlântica,Set,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
DONA EUSÉBIA,4,-21.3196075,-42.8152075,0.36,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
SÃO BENTO ABADE,4,-21.526585,-45.0878425,0.36,Baixo,Mata Atlântica,Mai,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
SENADOR CORTES,4,-21.794995,-42.92665,0.36,Baixo,Mata Atlântica,Out,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CONGONHAL,4,-22.1265,-46.04075,0.36,Baixo,Mata Atlântica,Jul,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
DIVISA NOVA,3,-21.52243,-46.24149,0.27,Baixo,Mata Atlântica,Abr,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MARIPÁ DE MINAS,3,-21.69933333333333,-42.958,0.27,Baixo,Mata Atlântica,Jan,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SÃO GERALDO DA PIEDADE,2,-18.945,-42.310465,0.18,Baixo,Mata Atlântica,Set,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CÓRREGO DO BOM JESUS,2,-22.63659,-46.03338,0.18,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
CONCEIÇÃO DOS OUROS,2,-22.465,-45.7355,0.18,Baixo,Mata Atlântica,Jun,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SÃO JOSÉ DO ALEGRE,2,-22.358235,-45.532895,0.18,Baixo,Mata Atlântica,Jun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SÃO SEBASTIÃO DA VARGEM ALEGRE,2,-21.0085,-42.602500000000006,0.18,Baixo,Mata Atlântica,Jul,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PASSABÉM,2,-19.37895,-43.124665,0.18,Baixo,Mata Atlântica,Ago,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SENADOR JOSÉ BENTO,2,-22.164575,-46.10112,0.18,Baixo,Mata Atlântica,Mai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
IBITIÚRA DE MINAS,1,-22.06822,-46.44772,0.09,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ROCHEDO DE MINAS,1,-21.653,-43.081,0.09,Baixo,Mata Atlântica,Ago,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WENCESLAU BRAZ,1,-22.483,-45.382,0.09,Baixo,Mata Atlântica,Set,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SÃO JOSÉ DO MANTIMENTO,1,-20.0488,-41.74372,0.09,Baixo,Mata Atlântica,Set,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
